MedInc,age,bedrooms,bathrooms,lot_size,garage,Latitude,Longitude,price,sqft,property_type,location_score
2.1781,32.0,3.4900763358778626,0.9984732824427481,2991.0,4.566412213740458,34.06,-118.05,174500.0,3256.6078367248274,House,0.7327268679603961
2.1406,45.0,3.1987951807228914,0.9879518072289156,722.0,4.349397590361446,34.06,-118.05,162500.0,3023.5829126008507,House,0.7268052596885592
3.023,25.0,3.441077441077441,0.9797979797979798,1570.0,5.286195286195286,34.06,-118.05,142000.0,3217.4087208844903,House,0.8661446500637282
2.5763,28.0,3.4306451612903226,1.0080645161290323,3160.0,5.096774193548387,34.06,-118.06,173900.0,3209.0628970547955,House,0.7956064523296076
1.9189,28.0,3.097560975609756,1.0540069686411149,2184.0,3.8048780487804876,34.06,-118.06,165900.0,2942.5955485103423,House,0.6917967115854597
3.5156,31.0,4.945848375451264,1.0252707581227436,1062.0,3.8339350180505414,34.07,-118.07,199300.0,4421.225468383548,House,0.9439308963225771
3.29,32.0,4.281675392670157,1.0209424083769634,3775.0,3.9528795811518322,34.07,-118.08,205500.00000000003,3889.887082158663,House,0.9083065009592066
2.5985,34.0,4.110157367668097,1.0271816881258942,2758.0,3.9456366237482117,34.06,-118.07,168600.0,3752.672662157015,House,0.799112044426535
2.6579,32.0,4.760456273764259,1.038022813688213,1337.0,5.083650190114068,34.05,-118.04,156800.0,4272.911787033944,House,0.8084918719291246
3.7279,36.0,5.447236180904523,1.015075376884422,920.0,4.623115577889447,34.05,-118.05,162200.0,4822.335712746156,House,0.9774550946188695
2.6288,28.0,4.406976744186046,1.055232558139535,1011.0,2.938953488372093,34.04,-118.06,160300.0,3990.1281633713743,House,0.8038967039101792
2.5445,24.0,3.467696629213483,1.026685393258427,3818.0,5.362359550561798,34.06,-118.03,151400.0,3238.704071393324,House,0.79058492851509
3.0536,34.0,4.620087336244541,1.0043668122270741,1043.0,4.554585152838428,34.05,-118.04,137500.0,4160.61663701817,House,0.8709766824135471
3.0,35.0,5.040697674418604,1.055232558139535,1527.0,4.438953488372093,34.04,-118.04,160600.0,4497.104907557421,House,0.8625127303236683
3.5,32.0,4.733918128654971,0.9444444444444444,1492.0,4.362573099415204,34.04,-118.04,165100.0,4251.681270946514,House,0.941467507281493
4.2917,33.0,5.245136186770428,1.0116731517509727,1098.0,4.272373540856031,34.04,-118.05,161200.0,4660.65571743888,House,1.0664845011165125
2.375,36.0,2.3333333333333335,0.7777777777777778,21.0,2.3333333333333335,34.03,-118.06,175000.0,2331.213434689204,House,0.7638192591263875
2.2577,26.0,3.5850673194614444,1.1872705018359853,3792.0,4.6413708690330475,34.06,-118.02,173800.0,3332.600623591693,House,0.7452964684520818
2.5562,34.0,3.1692913385826773,1.0098425196850394,2050.0,4.035433070866142,34.05,-118.02,156300.0,2999.9798388886793,House,0.7924324702959031
2.7955,36.0,3.672972972972973,0.8567567567567568,1557.0,4.208108108108108,34.05,-118.03,157500.0,3402.9251464009158,House,0.830220226547918
3.5129,36.0,4.352750809061488,1.0711974110032363,1511.0,4.889967637540453,34.05,-118.03,142300.0,3946.747415271728,House,0.9435045405270048
2.1602,31.0,3.0842391304347827,0.9646739130434783,1717.0,4.665760869565218,34.05,-118.01,161700.0,2931.9380723703634,House,0.729900286945306
2.3611,28.0,3.739622641509434,0.9622641509433962,1145.0,4.320754716981132,34.05,-118.02,167000.0,3456.2448812300845,House,0.7616243163269599
3.0625,33.0,4.338028169014085,1.1038732394366197,2932.0,5.161971830985915,34.05,-118.02,165800.0,3934.9693032338055,House,0.8723820774433964
2.8821,28.0,4.385653409090909,1.0291193181818181,5041.0,3.5802556818181817,34.04,-118.02,158100.0,3973.069495295265,House,0.8438951939170132
10.2289,34.0,7.447368421052632,0.9784688995215312,1139.0,2.72488038277512,34.18,-118.09,500000.99999999994,6422.441504864643,House,2.004025104624506
7.8588,34.0,7.176678445229682,1.0547703180212014,1525.0,2.6943462897526502,34.17,-118.07,454800.0,6205.889524206284,House,1.6297636708890253
5.5418,36.0,5.8474576271186445,0.9539951573849879,1215.0,2.9418886198547214,34.17,-118.07,326100.0,5142.512869717453,House,1.2638872344664658
5.7051,35.0,5.7272727272727275,0.9973262032085561,986.0,2.6363636363636362,34.17,-118.07,326000.0,5046.364949840719,House,1.2896738646208914
7.7108,39.0,6.846607669616519,0.9911504424778761,880.0,2.5958702064896757,34.18,-118.1,450000.0,5941.832903715753,House,1.6063930569095093
9.532,50.0,7.114427860696518,0.9253731343283582,620.0,3.084577114427861,34.19,-118.11,483300.0,6156.089056579752,House,1.89397793650069
8.7835,52.0,7.539184952978056,0.9373040752351097,970.0,3.040752351097179,34.19,-118.12,444100.0,6495.8947304049825,House,1.7757826353948263
6.827,36.0,7.021428571428571,1.0357142857142858,1897.0,2.71,34.2,-118.11,359400.0,6081.689625165394,House,1.4668325931588582
6.4288,46.0,6.774683544303797,1.081012658227848,1022.0,2.5873417721518988,34.2,-118.13,295500.0,5884.293603465575,House,1.4039530087896468
4.7269,48.0,6.975274725274725,1.1675824175824177,930.0,2.5549450549450547,34.19,-118.13,303900.0,6044.766548242318,House,1.135206738980603
6.1824,36.0,6.9,1.119047619047619,621.0,2.9571428571428573,34.21,-118.13,274100.0,5984.546768022537,House,1.3650440947048308
5.6629,45.0,5.251082251082251,0.8917748917748918,529.0,2.29004329004329,34.2,-118.13,234000.0,4665.412568888339,House,1.2830100814456509
4.9312,46.0,6.052380952380952,1.1238095238095238,573.0,2.7285714285714286,34.2,-118.13,240200.0,5306.451529927299,House,1.1674676608455703
2.92,43.0,4.927051671732523,1.1094224924012157,1015.0,3.0851063829787235,34.19,-118.13,242200.00000000003,4406.188105408555,House,0.8498799660104164
4.73,45.0,5.922570016474465,1.0197693574958815,1686.0,2.7775947281713345,34.19,-118.14,200999.99999999997,5202.602781202109,House,1.1356962585977417
5.0953,39.0,5.9467592592592595,0.9861111111111112,1282.0,2.9675925925925926,34.2,-118.14,207399.99999999997,5221.954175429945,House,1.1933806186431284
3.7932,37.0,5.5013774104683195,0.9944903581267218,1037.0,2.8567493112947657,34.2,-118.15,210300.00000000003,4865.648696397193,House,0.9877665884895613
4.1518,52.0,5.546583850931677,0.9503105590062112,1018.0,3.1614906832298137,34.2,-118.15,182100.0,4901.813848767879,House,1.0443929545237132
4.5,46.0,5.594795539033457,0.9702602230483272,857.0,3.1858736059479553,34.2,-118.15,184200.0,4940.383199249303,House,1.0993770611971423
5.4727,34.0,6.312785388127854,1.1757990867579908,1422.0,3.2465753424657535,34.21,-118.15,238899.99999999997,5514.775078524821,House,1.2529756842908943
3.2216,48.0,4.853403141361256,0.9424083769633508,1126.0,2.9476439790575917,34.19,-118.15,161600.0,4347.269281111542,House,0.8975054874713762
3.6094,47.0,5.820338983050847,1.064406779661017,868.0,2.942372881355932,34.19,-118.15,160700.0,5120.817954463216,House,0.958742812479865
4.25,40.0,5.302593659942363,1.031700288184438,1218.0,3.510086455331412,34.19,-118.16,177900.0,4706.621695976428,House,1.05989967271823
3.8203,43.0,5.8957654723127035,1.1172638436482085,988.0,3.218241042345277,34.2,-118.16,176000.0,5181.1591458727,House,0.9920459374006755
5.9845,40.0,7.317343173431734,1.099630996309963,853.0,3.1476014760147604,34.22,-118.18,241699.99999999997,6318.421306767925,House,1.3337937939849236
9.8413,32.0,7.17004048582996,1.0148448043184886,4353.0,2.937246963562753,34.22,-118.19,500000.99999999994,6200.5791566865055,House,1.9428193615268001
8.3695,37.0,7.458745874587459,1.0627062706270627,941.0,3.1056105610561056,34.22,-118.21,500000.99999999994,6431.543467692504,House,1.7104080800737473
8.72,44.0,6.163179916317992,1.0460251046025104,668.0,2.794979079497908,34.2,-118.18,415900.0,5395.090701076931,House,1.7657553787211826
7.419,41.0,6.725165562913907,0.9735099337748344,859.0,2.8443708609271523,34.2,-118.19,483700.0,5844.679218353663,House,1.5603150490769226
6.553,41.0,7.12,1.0133333333333334,680.0,3.022222222222222,34.21,-118.19,500000.99999999994,6160.546768022537,House,1.4235653753859705
7.8375,40.0,6.59375,1.0178571428571428,609.0,2.71875,34.21,-118.2,500000.99999999994,5739.546768022537,House,1.6264001973906221
6.7571,42.0,6.665178571428571,1.0580357142857142,665.0,2.96875,34.21,-118.2,443900.0,5796.689625165394,House,1.4557947153401545
4.7734,41.0,6.572549019607843,1.031372549019608,757.0,2.9686274509803923,34.21,-118.21,450800.0,5722.585983708812,House,1.1425495332376807
8.4802,34.0,6.895397489539749,1.0104602510460252,1268.0,2.6527196652719667,34.23,-118.22,500000.99999999994,5980.864759654337,House,1.7278886676922098
9.2463,39.0,8.12972972972973,1.0432432432432432,1240.0,3.3513513513513513,34.22,-118.21,500000.99999999994,6968.330551806322,House,1.8488631769469888
7.0059,39.0,6.681592039800995,1.037313432835821,1094.0,2.7213930348258706,34.22,-118.22,500000.99999999994,5809.8203998633335,House,1.495082612354368
5.9771,37.0,6.088495575221239,1.0486725663716814,618.0,2.734513274336283,34.22,-118.23,431799.99999999994,5335.343228199528,House,1.3326252632859479
6.3794,35.0,6.8277153558052435,1.0337078651685394,1409.0,2.6385767790262173,34.2,-118.21,500000.99999999994,5926.719052666732,House,1.3961522768262138
6.987,44.0,6.736596736596737,1.020979020979021,1219.0,2.8414918414918415,34.2,-118.2,500000.99999999994,5853.824157299927,House,1.4920981217853622
15.0001,48.0,8.845161290322581,1.0580645161290323,528.0,3.4064516129032256,34.19,-118.18,500000.99999999994,7540.675800280603,House,2.757443168266852
15.0001,34.0,8.114173228346457,1.0236220472440944,825.0,3.248031496062992,34.19,-118.19,500000.99999999994,6955.885350699703,House,2.757443168266852
15.0001,38.0,8.954732510288066,1.0946502057613168,798.0,3.2839506172839505,34.19,-118.2,500000.99999999994,7628.33277625299,House,2.757443168266852
9.0702,43.0,7.335051546391752,1.0154639175257731,1467.0,2.520618556701031,34.17,-118.18,500000.99999999994,6332.588005135939,House,1.8210553045024431
9.4987,34.0,7.00979020979021,1.0433566433566435,1699.0,2.3762237762237763,34.16,-118.18,500000.99999999994,6072.378935854706,House,1.8887195483552985
2.2328,46.0,4.890350877192983,1.0701754385964912,1985.0,4.353070175438597,34.18,-118.15,142100.0,4376.827469776924,House,0.7413645205595821
2.0278,46.0,5.189024390243903,1.1341463414634145,1740.0,3.5365853658536586,34.17,-118.15,127499.99999999999,4615.76628021766,House,0.7089930620068741
1.8932,44.0,4.782608695652174,0.9948849104859335,1345.0,3.4398976982097187,34.18,-118.16,136100.0,4290.633724544276,House,0.6877384360498275
2.4135,48.0,4.207407407407407,1.0740740740740742,559.0,4.140740740740741,34.18,-118.16,135700.0,3830.472693948463,House,0.7698987769521399
3.1741,52.0,5.398190045248869,1.0316742081447965,703.0,3.180995475113122,34.17,-118.16,163800.0,4783.098804221633,House,0.8900047836603828
2.8472,44.0,5.169741697416974,0.9077490774907749,607.0,2.2398523985239853,34.18,-118.17,218800.00000000003,4600.340125956117,House,0.8383841504853571
3.3125,42.0,4.890675241157556,1.0289389067524115,1118.0,3.594855305466238,34.18,-118.15,154900.0,4377.086960948582,House,0.9118594659223087
2.2326,42.0,4.761467889908257,1.0596330275229358,1641.0,3.7637614678899083,34.19,-118.16,149200.0,4273.721079949143,House,0.741332938648799
3.5887,44.0,5.26378896882494,1.0767386091127098,1377.0,3.302158273381295,34.19,-118.16,153500.0,4675.57794308249,House,0.955474084713811
4.375,38.0,5.40084388185654,0.9746835443037974,828.0,3.4936708860759493,34.18,-118.17,166700.0,4785.2218735077695,House,1.0796383669576861
4.0985,45.0,5.737179487179487,1.0128205128205128,1035.0,3.3173076923076925,34.19,-118.17,173100.0,5054.290357766127,House,1.035976375300009
4.0714,42.0,5.843501326259947,1.0928381962864722,1012.0,2.684350132625995,34.19,-118.13,234000.0,5139.347829030495,House,1.031697026388895
3.5164,47.0,5.970639032815199,1.0742659758203799,1700.0,2.936096718480138,34.18,-118.14,226500.0,5241.057994274696,House,0.9440572239657096
3.7222,49.0,5.846689895470384,0.9651567944250871,737.0,2.56794425087108,34.19,-118.14,237000.0,5141.898684398844,House,0.9765550101615502
2.3967,38.0,4.278728606356968,1.0048899755501222,1398.0,3.4180929095354524,34.19,-118.15,163100.0,3887.529653108112,House,0.7672458964463571
5.894,47.0,6.0055401662049865,0.9750692520775623,902.0,2.4986149584487536,34.18,-118.1,300900.0,5268.978900986526,House,1.3195029793555575
5.9009,52.0,7.2877551020408164,1.0408163265306123,1434.0,2.926530612244898,34.18,-118.11,376000.0,6294.750849655191,House,1.3205925552775755
6.3467,44.0,6.994065281899109,1.0148367952522255,891.0,2.6439169139465877,34.18,-118.12,352700.0,6059.7989935418245,House,1.3909886344131719
6.4223,52.0,6.340163934426229,1.0635245901639345,1309.0,2.682377049180328,34.18,-118.13,310900.0,5536.677915563521,House,1.402926596689195
4.7241,46.0,5.375757575757576,0.9545454545454546,753.0,2.2818181818181817,34.17,-118.1,279600.0,4765.152828628598,House,1.1347645922296392
3.2813,48.0,5.5,1.1336633663366336,421.0,2.0841584158415842,34.17,-118.1,268100.0,4864.546768022537,House,0.9069326878401405
4.99,50.0,5.929701230228471,1.0509666080843585,1484.0,2.6080843585237257,34.17,-118.11,261600.0,5208.307752205314,House,1.1767527426158106
3.1115,46.0,5.167577413479052,1.0783242258652095,1453.0,2.6466302367941714,34.17,-118.11,234600.0,4598.60869880578,House,0.8801196455852631
3.4777,47.0,4.873180873180873,1.0665280665280665,1537.0,3.1954261954261955,34.18,-118.12,230600.0,4363.091466567235,House,0.937946124229174
5.8309,52.0,6.477876106194691,0.9336283185840708,603.0,2.668141592920354,34.18,-118.13,309100.0,5646.84765297829,House,1.30953888650348
2.2692,37.0,4.449013157894737,1.111842105263158,1551.0,2.5509868421052633,34.17,-118.12,225000.0,4023.757294338327,House,0.7471124283221118
3.7159,52.0,5.788643533123029,1.0410094637223974,777.0,2.451104100946372,34.17,-118.12,315400.0,5095.461594520961,House,0.9755601799718816
3.6094,52.0,5.171014492753623,1.0666666666666667,966.0,2.8,34.17,-118.13,261500.00000000003,4601.358362225436,House,0.958742812479865
3.9688,52.0,5.167173252279635,0.9635258358662614,996.0,3.027355623100304,34.18,-118.14,175000.0,4598.285369846246,House,1.0154955061571493
4.0524,52.0,5.291666666666667,0.9642857142857143,1681.0,3.3353174603174605,34.17,-118.14,173100.0,4697.880101355871,House,1.0286967448644977
2.7148,42.0,4.222052067381317,1.0918836140888208,2112.0,3.2343032159264933,34.17,-118.14,166800.0,3842.188421927591,House,0.8174769255469251
3.3068,50.0,4.622291021671827,1.0092879256965945,1000.0,3.0959752321981426,34.18,-118.14,154400.0,4162.379585359999,House,0.9109593814649894
2.3,40.0,3.818840579710145,0.9094202898550725,1056.0,3.8260869565217392,34.17,-118.14,146700.0,3519.6192317906534,House,0.7519760425827138
2.3029,45.0,4.472602739726027,1.1369863013698631,3117.0,5.337328767123288,34.18,-118.15,148800.0,4042.628959803359,House,0.7524339802890692
1.2891,18.0,4.12289156626506,0.9228915662650602,1474.0,3.5518072289156626,34.16,-118.15,181300.0,3762.8600210345853,House,0.5923452745293838
2.2765,38.0,5.603174603174603,1.199546485260771,1661.0,3.766439909297052,34.16,-118.15,146600.0,4947.086450562219,House,0.748265168065696
1.7321,44.0,4.919540229885057,1.0651340996168583,925.0,3.5440613026819925,34.16,-118.16,178400.0,4400.178951930583,House,0.6622992069140166
3.5909,46.0,5.913725490196079,1.0235294117647058,674.0,2.6431372549019607,34.17,-118.16,155400.0,5195.5271601794,House,0.9558214857324254
4.1518,43.0,6.105263157894737,1.0813397129186604,545.0,2.6076555023923444,34.16,-118.16,230700.0,5348.7572943383275,House,1.0443929545237132
6.07,52.0,6.329317269076305,0.9598393574297188,696.0,2.7951807228915664,34.16,-118.16,261800.0,5528.000583283581,House,1.3472950608447118
6.6031,19.0,6.190647482014389,1.0431654676258992,571.0,2.053956834532374,34.15,-118.16,500000.99999999994,5417.064753634048,House,1.4314766440371445
7.3715,17.0,5.0060975609756095,0.9939024390243902,229.0,1.396341463414634,34.15,-118.16,263000.0,4469.424816803024,House,1.5528143452659293
2.575,39.0,3.591203104786546,1.0866752910737387,2546.0,3.2936610608020698,34.16,-118.14,153500.0,3337.509251851774,House,0.7954011699095174
1.5156,52.0,2.75,1.0810810810810811,227.0,1.5337837837837838,34.15,-118.14,187500.0,2664.5467680225374,House,0.6281117884912784
1.1667,52.0,2.4774774774774775,1.1081081081081081,273.0,2.4594594594594597,34.15,-118.15,500000.99999999994,2446.528750004519,House,0.5730171451301083
1.6921,52.0,3.240740740740741,1.005050505050505,2258.0,3.8013468013468015,34.16,-118.15,162500.0,3057.13936061513,House,0.6559828247573904
2.3654,49.0,4.686046511627907,1.1569767441860466,698.0,4.058139534883721,34.15,-118.15,137500.0,4213.383977324863,House,0.7623033274087972
2.3062,34.0,4.4148148148148145,1.1185185185185185,2073.0,3.838888888888889,34.17,-118.14,158000.0,3996.398619874389,House,0.7529550818169908
2.1377,30.0,3.3784135240572173,0.9843953185955787,2869.0,3.730819245773732,34.16,-118.14,142300.0,3167.2775872683114,House,0.7263473219822039
1.6887,20.0,4.16955017301038,1.0934256055363323,2135.0,3.6937716262975777,34.16,-118.15,148600.0,3800.1869064308416,House,0.6554459322740773
1.0846,36.0,3.1,0.9333333333333333,1024.0,3.4133333333333336,34.17,-118.15,146400.0,2944.5467680225374,House,0.5600527707536336
3.2898,49.0,4.293216630196937,0.9518599562363238,1329.0,2.9080962800875274,34.17,-118.13,200000.0,3899.1200721800865,House,0.9082749190484235
2.6217,36.0,3.792091836734694,1.0293367346938775,2846.0,3.6301020408163267,34.16,-118.14,156300.0,3498.2202374102926,House,0.8027755460773782
2.7201,52.0,4.939338235294118,1.1029411764705883,1716.0,3.1544117647058822,34.17,-118.14,205700.0,4416.017356257831,House,0.818313846182678
2.2095,36.0,3.664406779661017,1.1152542372881356,1337.0,2.266101694915254,34.16,-118.13,176700.0,3396.072191751351,House,0.7376852279533475
2.8125,24.0,3.5046728971962615,1.0623052959501558,579.0,1.8037383177570094,34.15,-118.13,141700.0,3268.2850857795465,House,0.832904688964484
1.9923,41.0,3.279373368146214,1.0626631853785902,855.0,2.2323759791122715,34.15,-118.14,500000.99999999994,3088.0454625395087,House,0.7033872728428684
0.8438,17.0,2.9079754601226995,1.0337423312883436,971.0,1.4892638036809815,34.15,-118.14,175000.0,2790.927136120697,House,0.5220281501707451
2.2174,38.0,3.517175572519084,1.0782442748091603,1449.0,2.765267175572519,34.16,-118.14,215400.0,3278.287226037805,House,0.7389327134292811
2.8631,30.0,4.42713567839196,1.0452261306532664,940.0,2.3618090452261304,34.16,-118.12,188600.0,4006.2553107361055,House,0.8408949123926159
2.4817,33.0,3.8757225433526012,1.0346820809248556,2050.0,2.96242774566474,34.16,-118.13,169500.0,3565.1248027046186,House,0.7806682085291872
2.6038,18.0,4.269230769230769,1.2230769230769232,1095.0,2.8076923076923075,34.15,-118.13,155600.0,3879.9313834071527,House,0.799948965062288
2.1763,19.0,2.6273584905660377,1.0188679245283019,673.0,3.1745283018867925,34.15,-118.12,168800.0,2566.4335604753674,House,0.7324426307633479
3.0119,22.0,3.7720090293453725,1.0835214446952597,1005.0,2.2686230248306996,34.15,-118.12,171400.0,3482.1539914988352,House,0.8643918540152644
3.1875,9.0,3.788808664259928,1.128158844765343,1252.0,2.259927797833935,34.15,-118.13,173100.0,3495.59369943048,House,0.8921207716828525
2.5903,28.0,3.4643962848297214,1.0340557275541795,739.0,2.2879256965944275,34.15,-118.13,125000.0,3236.0637958863144,House,0.7978171860844268
4.7098,52.0,5.955555555555556,1.094949494949495,1363.0,2.7535353535353537,34.17,-118.12,287900.0,5228.991212466982,House,1.1325064856086455
4.0,52.0,5.142857142857143,0.9807692307692307,984.0,2.7032967032967035,34.16,-118.13,250400.0,4578.832482308252,House,1.0204222842393176
3.6719,52.0,5.465753424657534,1.0753424657534247,1024.0,3.506849315068493,34.16,-118.13,227900.0,4837.149507748565,House,0.9686121595995931
2.5664,52.0,4.3585365853658535,1.0414634146341464,1107.0,2.7,34.16,-118.13,215000.0,3951.37603631522,House,0.7940431477458427
4.3083,36.0,6.277292576419214,1.205240174672489,1131.0,2.46943231441048,34.17,-118.09,269300.0,5486.380829157908,House,1.0691057997115123
4.2386,44.0,5.959488272921109,1.0575692963752665,1235.0,2.633262260127932,34.16,-118.1,283700.0,5232.137386359424,House,1.0580995038035916
3.4811,44.0,5.011123470522803,0.9944382647385984,2296.0,2.553948832035595,34.17,-118.1,300500.0,4473.4455444407795,House,0.9384830167124872
3.0417,52.0,4.638115631691649,1.0342612419700214,1308.0,2.8008565310492504,34.17,-118.12,222600.0,4175.039273375856,House,0.8690975587219509
5.4223,52.0,7.112612612612613,1.0337837837837838,1229.0,2.768018018018018,34.16,-118.11,325600.0,6154.636858112627,House,1.2450170427735456
4.2065,52.0,5.6826484018264845,0.997716894977169,1101.0,2.5136986301369864,34.16,-118.11,320300.0,5010.665489483725,House,1.0530306071228992
3.4583,52.0,4.421568627450981,0.8954248366013072,852.0,2.784313725490196,34.16,-118.11,239900.0,4001.801669983322,House,0.9348826788832103
2.6172,40.0,4.4520547945205475,1.1621004566210045,1038.0,2.3698630136986303,34.15,-118.11,196100.0,4026.1906036389755,House,0.8020649530847577
3.6474,26.0,3.923076923076923,0.998211091234347,1186.0,2.1216457960644006,34.15,-118.11,184100.0,3603.0083064840755,House,0.9647433755286597
3.4167,35.0,4.583333333333333,1.1640625,984.0,2.5625,34.15,-118.12,198200.0,4131.2134346892035,House,0.9283136414403194
5.0237,52.0,5.2559241706161135,1.0355450236966826,1211.0,2.8696682464454977,34.16,-118.12,241900.0,4669.286104515429,House,1.1820742945827678
5.3272,46.0,5.748995983935743,1.0301204819277108,1412.0,2.8353413654618476,34.16,-118.1,330200.0,5063.743555171132,House,1.2299998441961675
3.0096,32.0,4.6350710900473935,1.0758293838862558,543.0,2.5734597156398102,34.15,-118.1,199000.0,4172.603640060452,House,0.8640286620412585
2.7431,14.0,4.204081632653061,1.075801749271137,782.0,2.2798833819241984,34.15,-118.1,177500.0,3827.812074144986,House,0.8219457659227379
4.5461,42.0,5.629032258064516,1.0725806451612903,1713.0,2.7629032258064514,34.16,-118.08,242400.0,4967.77257447415,House,1.1066566916326537
2.2321,46.0,4.927272727272728,1.3454545454545455,150.0,2.727272727272727,34.15,-118.09,237500.0,4406.364949840719,House,0.7412539838718412
3.5568,52.0,6.090909090909091,1.2818181818181817,268.0,2.4363636363636365,34.15,-118.09,204999.99999999997,5337.27404074981,House,0.9504367699439018
4.3452,49.0,5.642307692307693,0.9961538461538462,688.0,2.646153846153846,34.15,-118.09,260100.0,4978.392921868692,House,1.0749326622509998
5.0393,45.0,6.229461756373937,1.0141643059490084,942.0,2.668555240793201,34.16,-118.09,321100.0,5448.116173121687,House,1.184537683623852
6.4761,39.0,6.536231884057971,0.9601449275362319,730.0,2.6449275362318843,34.16,-118.07,397500.0,5693.532275268914,House,1.411422130689857
4.2143,35.0,5.627002288329519,1.002288329519451,970.0,2.219679633867277,34.16,-118.07,369400.0,4966.148598686153,House,1.0542623016434411
3.4087,45.0,4.67948717948718,1.0128205128205128,672.0,2.871794871794872,34.15,-118.07,209200.0,4208.136511612281,House,0.9270503650089942
3.375,42.0,5.095541401273885,1.0907643312101911,1668.0,2.656050955414013,34.14,-118.07,260400.0,4540.979889041645,House,0.9217288130420368
0.4999,28.0,7.67741935483871,1.8709677419354838,142.0,4.580645161290323,34.15,-118.08,500000.99999999994,6606.482251893505,House,0.4677230545791534
3.1729,45.0,5.2196428571428575,1.0785714285714285,1903.0,3.398214285714286,34.14,-118.08,218699.99999999997,4640.261053736824,House,0.889815292195684
6.1159,52.0,6.855614973262032,1.0106951871657754,431.0,2.304812834224599,34.14,-118.08,470800.0,5949.038746632163,House,1.3545431093694402
8.4546,46.0,8.537931034482758,1.013793103448276,377.0,2.6,34.13,-118.08,500000.99999999994,7294.891595608744,House,1.7238461831119691
7.4185,35.0,6.518900343642612,0.9587628865979382,733.0,2.5189003436426116,34.13,-118.08,500000.99999999994,5679.667042936627,House,1.560236094299965
3.88,42.0,5.02803738317757,1.1009345794392524,1149.0,2.147663551401869,34.14,-118.08,281100.0,4486.976674564593,House,1.0014731377694397
5.3377,40.0,5.768656716417911,1.0242537313432836,1457.0,2.718283582089552,34.14,-118.09,373800.0,5079.472141156866,House,1.2316578945122818
2.8007,45.0,4.113149847094801,1.0886850152905199,749.0,2.290519877675841,34.15,-118.09,210900.0,3755.0666456983786,House,0.8310413562282793
3.5804,45.0,4.9056,1.0544,1287.0,2.0592,34.14,-118.1,324400.0,4389.026768022537,House,0.9541634354163112
6.0948,52.0,7.795454545454546,1.077922077922078,810.0,2.6298701298701297,34.14,-118.11,358700.0,6700.910404386174,House,1.3512112177818199
3.6572,26.0,4.160797342192691,1.0930232558139534,3001.0,1.9940199335548172,34.14,-118.1,213200.0,3793.18464177669,House,0.966290889157033
4.1324,44.0,5.129082426127527,0.9564541213063764,1417.0,2.2037325038880247,34.14,-118.11,434800.0,4567.812708924559,House,1.0413295091777495
5.8692,52.0,7.125,1.0731707317073171,981.0,2.9908536585365852,34.14,-118.12,490400.0,6164.546768022537,House,1.3155868224184495
3.1033,25.0,3.6114044350580783,1.0316789862724394,1718.0,1.8141499472016895,34.14,-118.12,217899.99999999997,3353.670316069,House,0.8788247872431548
4.8304,39.0,5.523684210526316,1.0447368421052632,1500.0,3.9473684210526314,34.13,-118.13,493200.00000000006,4883.49413644359,House,1.1515503778108729
3.4531,23.0,4.021339220014717,1.099337748344371,2511.0,1.8476821192052981,34.14,-118.13,210900.0,3681.6181440343107,House,0.934061549202849
3.2643,29.0,3.688082901554404,1.0715025906735751,1658.0,1.7181347150259068,34.14,-118.13,163900.0,3415.013089266061,House,0.9042482254235744
3.6997,24.0,3.991812865497076,1.1005847953216374,4210.0,1.6413255360623782,34.14,-118.14,225000.0,3657.9970604201985,House,0.9730020451984481
2.9511,17.0,3.5869336143308748,1.065331928345627,1694.0,1.7850368809272918,34.14,-118.14,282300.0,3334.0936594872373,House,0.854790953137193
3.875,27.0,3.6207729468599035,1.0289855072463767,755.0,1.8236714975845412,34.14,-118.15,258300.00000000003,3361.1651255104603,House,1.0006835899998614
2.3,45.0,3.0,1.0552486187845305,454.0,2.5082872928176796,34.14,-118.15,55000.00000000001,2864.5467680225374,House,0.7519760425827138
1.625,52.0,3.8380952380952382,1.1142857142857143,361.0,3.4380952380952383,34.14,-118.15,187500.0,3535.022958498728,House,0.6453870936896504
8.2435,27.0,6.656652360515022,1.090128755364807,816.0,3.5021459227467813,34.14,-118.16,500000.99999999994,5789.868656434554,House,1.6905114762803755
7.4817,41.0,6.813901345291479,1.0807174887892377,973.0,2.181614349775785,34.14,-118.16,500000.99999999994,5915.667844255721,House,1.5702159781074339
11.7894,45.0,7.4,0.9344262295081968,759.0,2.4885245901639346,34.14,-118.17,500000.99999999994,6384.546768022537,House,2.250442963509877
7.9213,44.0,6.44811320754717,0.9787735849056604,1057.0,2.4929245283018866,34.13,-118.18,477799.99999999994,5623.037334060274,House,1.6396330180087535
6.1953,39.0,6.90952380952381,1.0952380952380953,1007.0,2.3976190476190475,34.13,-118.18,363000.0,5992.165815641585,House,1.3670811279503425
7.7116,38.0,6.535483870967742,1.0473118279569893,1131.0,2.432258064516129,34.14,-118.18,360900.0,5692.933864796731,House,1.6065193845526418
4.7298,30.0,5.941935483870968,1.118279569892473,1143.0,2.458064516129032,34.13,-118.15,500000.99999999994,5218.095155119312,House,1.1356646766869585
4.7344,50.0,5.416851441241685,1.0953436807095345,947.0,2.0997782705099777,34.13,-118.15,314700.0,4798.027921015886,House,1.1363910606349705
